occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,phylum,class,order,family,genus,taxon_environment,environment_basis,motility,life_habit,vision,diet,reproduction,ontogeny,lng,lat,paleomodel,paleolng,paleolat,geoplate,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments
719965,occ,,,77261,Styracosaurus albertensis,,species,56144,Late Campanian,,83.5,70.6,26153,Chordata,Ornithischia,,Ceratopsidae,Styracosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.23143,50.820862,gp_mid,-65.3,60.92,101,Dinosaur Park,Belly River,,bed,,Dinosaur Park,45,bottom to top,,,,uppermost part of formation; stratigraphic level estimated from Fig. 4 in ref 26153,,,,,,,,,,,,terrestrial indet.,,
720034,occ,,,77265,Styracosaurus albertensis,,species,56144,Late Campanian,,83.5,70.6,26153,Chordata,Ornithischia,,Ceratopsidae,Styracosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.322235,50.81678,gp_mid,-65.41,60.94,101,Dinosaur Park,Belly River,,bed,,Dinosaur Park,39,bottom to top,,,,high in formation; stratigraphic level estimated from Fig. 4 in ref 26153,,not reported,,,,,,,,,,terrestrial indet.,,
720035,occ,,,77266,Styracosaurus albertensis,,species,56144,Late Campanian,,83.5,70.6,26153,Chordata,Ornithischia,,Ceratopsidae,Styracosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.551857,50.746986,gp_mid,-65.74,60.94,101,Dinosaur Park,Belly River,,bed,,,,,,,,upper part of formation,,not reported,,,,,,,,,,terrestrial indet.,,
739173,occ,,,47195,Ceratopsidae,,family,38851,Late Campanian,,83.5,70.6,26639,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-108.084167,36.343887,gp_mid,-70.98,46.65,101,Kirtland,,De-na-zin,bed,,,,,,,,,"""... discovered... in a thin (<1cm) bed of medium-to-course grained sandstone near the base of a prominent mound.  The dorsal side of the ilia rested on a mudstone-sandstone contact...""",sandstone,"medium,coarse",,,Y,,,,,,terrestrial indet.,,"""... believed... [to have been] washed in with the deposition of high energy sand."""
782319,occ,23367,,84300,Diabloceratops eatoni,,species,170569,Early Campanian,,83.5,70.6,33418,Chordata,Ornithischia,,Ceratopsidae,Diabloceratops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.349167,37.178055,gp_mid,-74.25,48.27,101,Wahweap,,Middle,bed,,,,,,,,"near middle of ""middle mudstone member,"" 51.72 m above base of member and 105.30 m above base of formation","""medium-grained, trough cross-bedded sandstone with abundant clay clasts and bone fragments""",sandstone,"current ripples,medium,intraclastic",lithified,,Y,,,,,,terrestrial indet.,,
782320,occ,23368,,84301,Diabloceratops,,genus,170568,Early Campanian,,83.5,70.6,33418,Chordata,Ornithischia,,Ceratopsidae,Diabloceratops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.646667,37.191113,gp_mid,-74.58,48.36,101,Wahweap,,,bed,,,,,,,,"low in formation - uppermost sandstone of the ""lower sandstone member"", ca. 50 m above base of Fm.","""medium-grained, slabby, cross-bedded sandstone with abundant clay clasts and bone fragments""",sandstone,"current ripples,medium,intraclastic",lithified,,Y,,,,,,terrestrial indet.,,
796338,occ,,,86515,Vagaceratops irvinensis,,species,64731,Late Campanian,,83.5,70.6,6978,Chordata,Ornithischia,,Ceratopsidae,Vagaceratops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-110.449997,49.066666,gp_mid,-65.88,59.12,101,Dinosaur Park,Belly River,,bed,,,,,,,,"upper part of formation, within 20 m of Lethbridge Coal Zone (top of Fm.)",,not reported,,,,,,,,,,terrestrial indet.,,
800524,occ,,,87125,Pachyrhinosaurus,,genus,38858,Late Campanian,,83.5,70.6,29320,Chordata,Ornithischia,,Ceratopsidae,Pachyrhinosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-119.551704,55.068638,gp_mid,-71.25,66.95,101,Wapiti,,,bed,,,,,,,,higher in section than Pipestone Creek site,,not reported,,,,,,,,,,terrestrial indet.,,
825966,occ,,,46163,Ceratopsidae,,family,38851,Late Campanian,,83.5,70.6,30640,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-109.614967,31.07819,gp_mid,-74.93,42.02,101,Corral de Enmedio,Cabullona,,bed,,,,,,,,"upper part of formation, described as ""comparable in age to the Edmonton formation"", originally ""Snake Ridge Formation.""","""greenish, sandy shales...greatly baked, carbonaceous shales between two rhyolite sills""","""shale""",green,lithified,"sandy,carbonaceous",Y,,,,,,lacustrine - small,,"""a low, well-watered coastal plain"" with shallow lacustrine environments"
826182,occ,32455,,91053,Ceratopsidae,,family,38851,Late Campanian,Early Maastrichtian,83.5,66,23520,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-101.39608,27.879486,gp_mid,-67.98,37.34,101,Olmos,Difunta,,bed,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,
850791,occ,,,94373,Agujaceratops,,genus,112568,Late Campanian,Early Maastrichtian,83.5,66,32091,Chordata,Ornithischia,,Ceratopsidae,Agujaceratops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-103.25,29.25,gp_mid,-69.41,39.15,101,Aguja,,Upper Shale,bed,,,,,,,,,,conglomerate,,,,Y,,,,,,terrestrial indet.,,
869763,occ,,,96457,Pachyrhinosaurus,,genus,38858,Late Campanian,,83.5,70.6,32668,Chordata,Ornithischia,,Ceratopsidae,Pachyrhinosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-112.589996,51.400002,gp_mid,-66.38,61.81,101,Horseshoe Canyon,Edmonton,Horsethief,bed,,,,,,,,"""Unit 1""",,not reported,,,,,,,,,,terrestrial indet.,,
881483,occ,,,24258,Ceratopsidae,,family,38851,Late Campanian,,83.5,70.6,33417,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-101.800003,25.366671,gp_mid,-68.67,34.55,104,Cerro del Pueblo,Difunta,,group of beds,,,,,,,,middle part of formation,,not reported,,,,,,,,,,terrestrial indet.,,
881484,occ,,,24261,Centrosaurinae,,subfamily,53953,Late Campanian,,83.5,70.6,33417,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-101.400276,25.5,gp_mid,-68.21,34.57,104,Cerro del Pueblo,Difunta,,group of beds,,,,,,,,middle facies of formation,,not reported,,,,,,,,,,terrestrial indet.,,no details given
881485,occ,,,97757,Coahuilaceratops magnacuerna,,species,170567,Late Campanian,,83.5,70.6,33417,Chordata,Ornithischia,,Ceratopsidae,Coahuilaceratops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-101.699997,25.5,gp_mid,-68.52,34.65,104,Cerro del Pueblo,Difunta,,bed,,,,,,,,middle facies of formation,,not reported,,,,,,,,,,terrestrial indet.,,
881493,occ,,,97762,Pachyrhinosaurinae,,subfamily,72189,Late Campanian,,83.5,70.6,33419,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.370117,50.753296,gp_mid,-65.52,60.9,101,Dinosaur Park,Belly River,,bed,,,,,,,,,"""near the base of a 9 m thick, multistoried channel fill...the sediments surrounding the specimen comprise thinly interbedded grey silststones and very fine grained sandstones, all of which are plant fragment rich and locally cemented with reddish-brown iron carbonate.""",siltstone,"ferruginous,gray",,calcareous,Y,sandstone,"very fine,ferruginous",,calcareous,Y,fine channel fill,,
881973,occ,,,69152,Medusaceratops lokii,,species,170632,Middle Campanian,,83.5,70.6,33792,Chordata,Ornithischia,,Ceratopsidae,Medusaceratops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-110.562073,48.945168,gp_mid,-66.1,59.04,101,Judith River,Montana,McClelland Ferry,bed,,,,,,,,approx. 77.5 Ma,,not reported,,,,,,,,,,terrestrial indet.,,
882005,occ,,,97800,Chasmosaurinae,,subfamily,52773,Late Campanian,,83.5,70.6,33796,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.744789,37.559254,gp_mid,-74.52,48.73,101,Kaiparowits,,,bed,,GS-ENM,125,bottom to top,,,,,"""a fine-grained channel sandstone""",sandstone,fine,,,Y,,,,,,fine channel fill,,
882006,occ,,,97801,Chasmosaurinae,,subfamily,52773,Late Campanian,,83.5,70.6,33796,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.744789,37.559254,gp_mid,-74.52,48.73,101,Kaiparowits,,,bed,,GS-ENM,200,bottom to top,,,,,"""a fine-grained channel sandstone""",sandstone,fine,,,Y,,,,,,fine channel fill,,
882007,occ,,,97802,Chasmosaurinae,,subfamily,52773,Late Campanian,,83.5,70.6,33796,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.762489,37.529842,gp_mid,-74.55,48.71,101,Kaiparowits,,,bed,,GS-ENM,175,bottom to top,,,,,"""lag deposit at the base of a sandy channel, in a thin, pebbly conglomerate""",conglomerate,pebbly,,sandy,Y,,,,,,channel lag,,
882008,occ,28884,,97803,Nasutoceratops titusi,,species,273964,Late Campanian,,83.5,70.6,47615,Chordata,Ornithischia,,Ceratopsidae,Nasutoceratops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.762489,37.529842,gp_mid,-74.55,48.71,101,Kaiparowits,,,bed,,GS-ENM,225,bottom to top,,,,,"""channel sandstone facies""",sandstone,,,,Y,,,,,,"""channel""",,
882009,occ,,,97804,Chasmosaurinae,,subfamily,52773,Late Campanian,,83.5,70.6,33796,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.721321,37.491314,gp_mid,-74.53,48.66,101,Kaiparowits,,,bed,,GS-ENM,200,bottom to top,,,,,"""silty sandstone channel facies""",sandstone,,,silty,Y,,,,,,fine channel fill,,
882011,occ,,,97806,Chasmosaurinae,,subfamily,52773,Late Campanian,,83.5,70.6,33796,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.697464,37.469124,gp_mid,-74.51,48.64,101,Kaiparowits,,,bed,,GS-ENM,225,bottom to top,,,,,"""silty mudstone""",mudstone,,,silty,Y,,,,,,terrestrial indet.,,
882012,occ,,,97808,Chasmosaurinae,,subfamily,52773,Late Campanian,,83.5,70.6,33796,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.697464,37.469124,gp_mid,-74.51,48.64,101,Kaiparowits,,,bed,,GS-ENM,175,bottom to top,,,,,"""mudstone""",mudstone,,,,Y,,,,,,terrestrial indet.,,
882013,occ,,,97809,Chasmosaurinae,,subfamily,52773,Late Campanian,,83.5,70.6,33796,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.697464,37.469124,gp_mid,-74.51,48.64,101,Kaiparowits,,,bed,,GS-ENM,225,bottom to top,,,,,"""an organic rich silty mudstone""",mudstone,,,silty,Y,,,,,,terrestrial indet.,,
882016,occ,,,97811,Chasmosaurinae,,subfamily,52773,Late Campanian,,83.5,70.6,33796,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.734421,37.420006,gp_mid,-74.57,48.6,101,Kaiparowits,,,bed,,GS-ENM,60,bottom to top,,,,"lower unit of formation, below 75.96 Ma date","""major fluvial channel sandstone""",sandstone,,,,Y,,,,,,coarse channel fill,,
965502,occ,,,113768,Ceratopsidae,,family,38851,Campanian,,83.6,72.1,36952,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-103.333336,29.666668,gp_mid,-68.35,38.8,101,Aguja,,,group of beds,,,,,,,,Lower member of the Aguja Formation,,not reported,,,,,,,,,,delta plain,,"A deltaic river system with frequent ingressions of sea water, less than\r\nten kilometres from shore"
1010560,occ,,,123351,Spinops sternbergorum,,species,215070,Middle Campanian,,83.5,70.6,39514,Chordata,Ornithischia,,Ceratopsidae,Spinops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.393066,50.758659,gp_mid,-65.54,60.91,101,Oldman,Belly River,,bed,,,,,,,,possibly Dinosaur Park Fm.,,not reported,,,,,,,,,,terrestrial indet.,,
1066330,occ,,,131868,Kosmoceratops richardsoni,,species,243367,Late Campanian,,83.5,70.6,42508,Chordata,Ornithischia,,Ceratopsidae,Kosmoceratops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.856476,37.624817,gp_mid,-74.62,48.82,101,Kaiparowits,,,formation,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,
1066331,occ,,,131868,Utahceratops gettyi,,species,243365,Late Campanian,,83.5,70.6,42508,Chordata,Ornithischia,,Ceratopsidae,Utahceratops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.856476,37.624817,gp_mid,-74.62,48.82,101,Kaiparowits,,,formation,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,
1081719,occ,,,135811,Xenoceratops foremostensis,,species,249799,Middle Campanian,,83.5,70.6,43464,Chordata,Ornithischia,,Ceratopsidae,Xenoceratops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.356941,49.507221,gp_mid,-66.57,59.77,101,Foremost,Belly River,,group of beds,,,,,,,,,"All the material was collected from a low-diversity bone bed in a “soft gray-brown slightly carbonaceous shale that is 17 feet above the massive yellow-weathering Ostrea bed” (Chin Coulee Site No. 2; W. Langston, Jr., unpublished 1958 field notes on file at the Canadian Museum of Nature) in Chin Coulee (Fig. 2). More precise locality is on file with the Canadian Museum of Nature, Ottawa, Ontario, Canada.","""shale""","planar lamination,brown",,calcareous,Y,,,,,,terrestrial indet.,,
1099031,occ,,,138832,Chasmosaurinae,,subfamily,52773,Late Campanian,,83.5,70.6,44512,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-108.09536,36.287422,gp_mid,-71.02,46.6,101,Kirtland,,Hunter Wash,bed,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,
1127205,occ,,,143007,Styracosaurus albertensis,,species,56144,Late Campanian,,83.5,70.6,46376,Chordata,Ornithischia,,Ceratopsidae,Styracosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.548187,50.710037,gp_mid,-65.77,60.91,101,Dinosaur Park,Belly River,,bed,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,
1130174,occ,,,26779,Judiceratops tigris,,species,266208,Middle Campanian,,83.5,70.6,46503,Chordata,Ornithischia,,Ceratopsidae,Judiceratops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-110.616669,48.950001,gp_mid,-66.16,59.06,101,Judith River,Montana,McClelland Ferry,member,,,,,,,,"""approximate middle"" of Judith River Formation, approximately 15 m above coal bed ""assumed to be equivalen to top of the 'Foremost Formation' of Alberta.""","""alternating greenish-brown mudstones and grey-to-tan fluted sandstones (Goodwin, pers. comm.). Thin carbonaceous sandstones and shales occasionally occur a the bases of the massive fluted sandstones.",mudstone,"brown,green",,,,sandstone,"flute casts,gray,yellow",,,Y,terrestrial indet.,,
1141920,occ,,,145482,Bravoceratops polyphemus,,species,269817,Late Campanian,Early Maastrichtian,83.5,66,47025,Chordata,Ornithischia,,Ceratopsidae,Bravoceratops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-103.315735,29.401476,gp_mid,-69.42,39.31,101,Javelina,,,bed,,,,,,,,"The collection site for B. polyphemus occurs at a stratigraphic position at least 57 m, and perhaps as much as 82 m, below the position of the Grapevine Hills tuff bed. Therefore, an Edmontonian NALMA (terminal Campanian to early Maastrichtian) age is inferred","Deposits consist of well-indurated conglomeratic fluvial sandstones and variegated mudstone intervals with paleosol horizons. At the collection site for TMM 46015-1, the Javelina Formation measures 165 m in thickness. The type specimen of B. polyphemus was found in a sandy conglomeratic fluvial channel horizon",conglomerate,,,sandy,Y,,,,,,fluvial-lacustrine indet.,,Fluvial flood-plain and associated lacustrine environments several hundred kilometers inland from the Late Cretaceous shoreline
1182432,occ,,,152403,Arrhinoceratops,,genus,38853,Middle Campanian,Late Campanian,83.5,70.6,49055,Chordata,Ornithischia,,Ceratopsidae,Arrhinoceratops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-113.8871,53.344898,gp_mid,-66.04,63.91,101,Horseshoe Canyon,Edmonton,,bed,,,,,,,,"bonebed ca. 15 ft. above river level. ""equivalent"" to Horseshoe Canyon Fm.","""a soft, medium grey, bentonitic mudstone...The entire bone was encrusted in several inches of very hard, fine-grained, light grey ironstone containing numerous minute carbonized plant fragments.""",mudstone,"bentonitic,ferruginous,gray",poorly lithified,,Y,,,,,,terrestrial indet.,,
1202190,occ,,,13000,Centrosaurinae,,subfamily,53953,Campanian,Early Campanian,83.6,70.6,50790,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-107.199997,35.700001,gp_mid,-70.3,45.81,101,Menefee,,Allison,member,,,,,San Juan,,,Early Campanian age for the Allison Member is based on correlation of marine and continental beds adjacent to and in San Juan Basin.,"""silty mudstone, rich in carbonized wood and other plant debris.""",mudstone,,,silty,Y,,,,,,terrestrial indet.,,"Allison Member, at approx. 183 m thick, is the thickest member of the Menefee Fm."
1206791,occ,,,156536,Mercuriceratops gemini,,species,295749,Late Campanian,,83.5,70.6,51303,Chordata,Ornithischia,,Ceratopsidae,Mercuriceratops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.471733,50.749241,gp_mid,-65.64,60.92,101,Dinosaur Park,Belly River,,bed,,,,,,,,,,not reported,,,,Y,,,,,,terrestrial indet.,,
1206792,occ,,,156538,Mercuriceratops gemini,,species,295749,Late Campanian,,83.5,70.6,51303,Chordata,Ornithischia,,Ceratopsidae,Mercuriceratops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-109.636551,47.718712,gp_mid,-65.99,57.67,101,Judith River,Montana,Coal Ridge,bed,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,
1208345,occ,,,156799,Arrhinoceratops brachyops,,species,63401,Late Campanian,Early Maastrichtian,83.5,66,62727,Chordata,Ornithischia,,Ceratopsidae,Arrhinoceratops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-112.875389,51.610523,gp_mid,-66.78,62.58,101,Horseshoe Canyon,Edmonton,,bed,,,,,,,,,"A hard, grey mudstone – ne sandstone containing abundant organic debris, placing, the specimens between the No. 8 and No. 10 coal seams, below the Drumheller Marine Tongue",mudstone,gray,lithified,,Y,,,,,,terrestrial indet.,,
1231946,occ,,,162135,Ceratopsidae,,family,38851,Late Campanian,Early Maastrichtian,83.5,66,52782,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.511902,50.698799,gp_mid,-66.01,61.38,101,Bearpaw Shale,,,bed,,,,,,,,,,not reported,,,,,,,,,,marine indet.,,
1237859,occ,,,64336,Centrosaurus,,genus,38854,Late Campanian,,83.5,70.6,18556,Chordata,Ornithischia,,Ceratopsidae,Centrosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-110.063202,50.727901,gp_mid,-64.02,60.52,101,Oldman,Belly River,,bed,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,
1237860,occ,,,163047,Centrosaurus,,genus,38854,Late Campanian,,83.5,70.6,18556,Chordata,Ornithischia,,Ceratopsidae,Centrosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-110.086197,50.742401,gp_mid,-64.03,60.54,101,Oldman,Belly River,,bed,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,
1237867,occ,,,162141,Triceratops horridus,,species,63766,Late Campanian,,83.5,70.6,52782,Chordata,Ornithischia,,Ceratopsidae,Triceratops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-112.981499,52.081001,gp_mid,-66.21,62.53,101,Dinosaur Park,Belly River,,bed,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,
1259990,occ,,,167423,Monoclonius,,genus,38857,Campanian,,83.6,72.1,2914,Chordata,Ornithischia,,Ceratopsidae,Monoclonius,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-110.701111,45.637222,gp_mid,-68.5,55.79,101,Cokedale,Livingston,,formation,,,,,,,,"""? Monoclonius sp."" from a sandstone 710 above base of formation","""The strata are characterized by poor sorting; angularity of grains; crossbedding; thick sequences in which mudstone and sandstone alternate; mudstone-pebble conglomerates; oxidized zones"" ""The sandstones are cemented mainly by silica, but the cement includes lesser amounts of calcite, zeolite minerals, and montmorillonite clay.""",mudstone,,,,,sandstone,,,argillaceous,Y,terrestrial indet.,,
1262357,occ,,,142328,Ceratopsidae,,family,38851,Middle Campanian,Late Campanian,83.5,70.6,14199,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-109.675484,48.614563,gp_mid,-65.34,58.5,101,Judith River,Montana,,bed,,,,,,,,"""Belly River"" near Havre = Judith River",,not reported,,,,,,,,,,terrestrial indet.,,
1263406,occ,,,167801,Ceratopsidae,,family,38851,Middle Campanian,Late Campanian,83.5,70.6,54849,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-108.001099,46.760025,gp_mid,-64.83,56.35,101,Judith River,Montana,,bed,,,,,,,,,"""The 'B' Horizon consisted of white to buff, tan to light orange-brown, very fine grained to fine grained, strongly cemented, cross-laminated lithic-wacke sandstone, lithic-arenite sandstone, and at least one prominent greenish-gray to tan claystone.""",sandstone,"very fine,fine,brown,red,white,yellow",lithified,,Y,claystone,"gray,green,yellow",,,,terrestrial indet.,,
1263413,occ,,,167802,Ceratopsidae,,family,38851,Middle Campanian,Late Campanian,83.5,70.6,54849,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-108.001099,46.760025,gp_mid,-64.83,56.35,101,Judith River,Montana,,bed,,,,,,,,,"""The 'C' horizon was a white to buff colored, medium to fine grained, strongly cemented, laminar feldspathic arenite sandstone. Beds within the horizon were thinly laminated and separated at their tops by a thin layer of black organic debris (carbonized plant matter-inertinite).""",sandstone,"fine,medium,brown,white",,,Y,,,,,,crevasse splay,,
1264455,occ,,,163050,Ceratopsidae,,family,38851,Late Campanian,Early Maastrichtian,83.5,66,54952,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-119.526016,55.08131,gp_mid,-71.39,67.48,101,Wapiti,,,bed,,,,,,,,,"""The Red Willow coals are up to 1.5 m thick, extend laterally for a maximum of 5 km, and are commonly interbedded with dark gray, carbonaceous mudstone.""",coal,,,,,mudstone,gray,,carbonaceous,,terrestrial indet.,,"""The Red Willow Coal Zone is believed to represent deposition on a low gradient alluvial plain under high-accommodation conditions associated with reduction in sediment supply, high freshwater table, and abundant vegetation>"""
1286265,occ,,,171408,Wendiceratops pinhornensis,,species,324309,Middle Campanian,,83.5,70.6,55763,Chordata,Ornithischia,,Ceratopsidae,Wendiceratops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-110.862686,49.120899,gp_mid,-66.31,59.28,101,Oldman,Belly River,,bed,,,,,,,,"The bonebed occurs in the Oldman Formation, 10 m above the top of the Taber coal zone, and just above a sandy interval of the Foremost Formation referred to as the Herronton sandstone zone","The bonebed host unit sits at the top of a 10 m thick succession of interbedded 20–50 cm thick mudstones, and thin siltstones and sandstones. The fossils are produced from an approximately 40 cm thick, organic-fragment-rich clayey, sandy mudstone that is rich in coalified root traces, both horizontal and vertical, suggesting a saturated or water-logged anoxic deposit. The bonebed zone is massive with no apparent sedimentary structures or lamination, indicating a mass sediment flow origin or extensive trampling, or both; thus, the elements may be largely in situ, or minimally reworked",mudstone,,,sandy,,,,,,,terrestrial indet.,,transitional marginal marine-terrestrial unit deposited during the regressive phase of the Western Interior Seaway
