field_1,siteID,collection,lng,lat,objectid,id,dir,length,linkid,country,juriscode,jurisname,roadnum,roadname,admin,surface,lanes,speedlim,class,nhs,border,shape_Leng,n,distance,feature_x,feature_y,nearest_x,nearest_y
"86","10385","45865",-108.802000000000007,41.710999999999999,"148269","635018","0",12.890000000000001,02_11013596,"2",02_56,Wyoming,I80,,State,Paved,"4","120","1",1.000000000000000,"0",17244.473386638364900,"1",2913.310492726934172,-998698.093480166280642,269526.787265314138494,-1000160.750345860375091,267007.260936761333141
"87","10384","45867",-109.244000000000000,41.597999999999999,"160410","576451","0",0.530000000000000,02_9079265,"2",02_56,Wyoming,I80,,State,Paved,"4","120","1",1.000000000000000,"0",708.634726103063826,"1",178.557124683053928,-1034816.938643098226748,261044.872097094252240,-1034665.643258553696796,260950.044077023165300
"88","10384","45866",-109.197000000000003,41.777999999999999,"64562","576500","0",2.980000000000000,02_9082227,"2",02_56,Wyoming,U191,,State,Paved,"2","104","3",7.000000000000000,"0",3986.716404528872317,"1",8414.858789272309878,-1028217.888177216867916,281590.211681223416235,-1035408.981427783961408,277220.082815269706771
"89","13534","68253",-111.103999999999999,32.225999999999999,"20016","449450","0",2.310000000000000,02_3265109,"2",02_04,Arizona,S86,,State,Paved,"2","104","4",0.000000000000000,"0",2727.238041417243949,"1",6964.558073270756722,-1353458.313413884956390,-802972.451296250452287,-1352195.906761613441631,-809821.640927167492919
"90","11882","167382",-107.462999999999994,37.259000000000000,"178908","606671","0",24.800000000000001,02_10330181,"2",02_08,Colorado,U160,,State,Paved,"2","104","3",7.000000000000000,"0",31154.809608404611936,"1",1085.876325737203160,-958078.446206523221917,-264761.790437789517455,-957131.483492075465620,-264230.387565909768455
"91","11057","49526",-104.819999999999993,39.984999999999999,"177289","660771","0",0.290000000000000,02_11894166,"2",02_08,Colorado,S7,,State,Paved,"4","48","3",10.000000000000000,"0",373.607159627110264,"1",216.037416449623748,-708088.708151449332945,31194.386193402191566,-708070.131155654671602,31409.623412612701941
"92","11056","49537",-105.224000000000004,39.746000000000002,"220675","635933","0",1.590000000000000,02_11139859,"2",02_08,Colorado,U6,,State,Paved,"4","88","2",7.000000000000000,"0",2064.806227134207802,"1",11.053197257829529,-743160.990869910106994,6225.596216376322445,-743171.004578364663757,6220.916599660433349
"93","11057","49525",-104.864999999999995,39.920999999999999,"178146","638588","0",1.250000000000000,02_11292365,"2",02_08,Colorado,S128,120TH AV,State,Paved,"2","64","3",7.000000000000000,"0",1625.445755764061914,"1",811.626319932136312,-712395.817781570251100,24015.196005459863954,-712342.148584681795910,23205.346080775099836
"94","11056","143525",-105.221999999999994,39.755000000000003,"220677","635944","0",0.180000000000000,02_11139974,"2",02_08,Colorado,S58,,State,Paved,"4","88","2",10.000000000000000,"0",229.967231418738038,"1",672.858745180821757,-742897.276866167550907,7266.263106947953020,-743264.619119351031259,7829.999357327857069
"95","11056","49553",-105.141000000000005,39.700000000000003,"220662","635922","0",0.340000000000000,02_11139207,"2",02_08,Colorado,,,Municipal,Paved,"4","72","3",10.000000000000000,"0",441.247182345813542,"1",89.399760037169330,-737016.919660620391369,178.477258718035159,-737087.523989092791453,233.316532014322490
"96","8890","62723",-109.317999999999998,46.286000000000001,"176478","592942","0",4.870000000000000,02_10002775,"2",02_30,Montana,U12,,State,Paved,"2","112","3",3.000000000000000,"0",7032.485602807930263,"1",1516.306268720891239,-962990.264662156230770,810372.551132514956407,-962474.442259779083543,811798.423479455057532
"97","8397","194178",-106.680999999999997,47.777999999999999,"249513","666713","0",4.050000000000000,02_12617710,"2",02_30,Montana,S24,,State,Paved,"2","112","4",0.000000000000000,"0",6051.074360742622048,"1",29559.256903661978868,-753431.285029816557653,961144.390781332622282,-737530.996757009997964,986062.867892471374944
"98","9053","167433",-110.828999999999994,45.951000000000001,"173111","589294","0",1.900000000000000,02_9867087,"2",02_30,Montana,S86,,State,Paved,"2","112","4",0.000000000000000,"0",2739.884793056214676,"1",1767.505650162613165,-1077563.408927998505533,787507.329686324694194,-1079175.686238841619343,788231.648743299767375
"99","9053","167430",-110.745000000000005,45.661999999999999,"173099","589250","0",1.610000000000000,02_9866040,"2",02_30,Montana,I90,,State,Paved,"4","120","1",1.000000000000000,"0",2297.597661714331025,"1",56.048102487069691,-1076797.234601445030421,752830.089055326534435,-1076788.985335261793807,752774.651347943930887
"100","9053","167431",-110.828999999999994,45.951000000000001,"173111","589294","0",1.900000000000000,02_9867087,"2",02_30,Montana,S86,,State,Paved,"2","112","4",0.000000000000000,"0",2739.884793056214676,"1",1767.505650162613165,-1077563.408927998505533,787507.329686324694194,-1079175.686238841619343,788231.648743299767375
"101","8887","167436",-110.798000000000002,46.095999999999997,"161062","576502","0",11.500000000000000,02_9982175,"2",02_30,Montana,U89,,State,Paved,"2","112","4",0.000000000000000,"0",16618.327638332484639,"1",5146.224019855974802,-1072666.754485224606469,804072.110726834391244,-1067522.514713159529492,804215.005198548431508
"102","8887","167437",-110.798000000000002,46.095999999999997,"161062","576502","0",11.500000000000000,02_9982175,"2",02_30,Montana,U89,,State,Paved,"2","112","4",0.000000000000000,"0",16618.327638332484639,"1",5146.224019855974802,-1072666.754485224606469,804072.110726834391244,-1067522.514713159529492,804215.005198548431508
"103","14546","164703",-103.442999999999998,29.337000000000000,"32727","468511","0",30.090000000000000,02_3763743,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"0",34542.947586770213093,"1",1614.358676829910110,-695309.506889918353409,-1217825.526857301592827,-694677.364069866831414,-1219310.972713774768636
"104","14546","52087",-103.203999999999994,29.396000000000001,"32533","450964","0",44.280000000000001,02_3794254,"2",02_48,Texas,U385,,State,Paved,"2","88","5",0.000000000000000,"0",51042.389709317481902,"1",4260.491186024718445,-672510.647652522078715,-1212777.432479979470372,-670120.981289266142994,-1216304.652322648325935
"105","11210","223937",-111.197999999999993,39.270000000000003,"157462","573058","0",23.710000000000001,02_8842852,"2",02_49,Utah,S29,,State,Paved,"2","56","5",0.000000000000000,"0",30638.428058779125422,"1",328.068586294099248,-1230121.133602193556726,12741.032191944463193,-1230087.054508743574843,13067.325944110567434
"106","11210","223936",-111.123999999999995,39.374000000000002,"157462","573058","0",23.710000000000001,02_8842852,"2",02_49,Utah,S29,,State,Paved,"2","56","5",0.000000000000000,"0",30638.428058779125422,"1",12073.884714849209558,-1222235.232441699597985,23885.836035495129181,-1227007.984534639865160,12795.320737872401878
"107","11045","52856",-110.920000000000002,39.694000000000003,"160249","575935","0",3.890000000000000,02_8979223,"2",02_49,Utah,U6,,State,Paved,"4","88","3",3.000000000000000,"0",5065.921462826911011,"1",4250.029024848804511,-1199973.061712716473266,58534.765000024381152,-1195723.038211861159652,58541.617316043237224
"108","12933","201600",-79.716999999999999,34.246000000000002,"531355","927412","0",2.880000000000000,02_34940876,"2",02_45,South Carolina,S327,,State,Paved,"2","56","4",0.000000000000000,"0",3495.722531990653806,"1",1828.323048773542723,1417892.397382102673873,-553681.351029821671546,1419567.050165778724477,-552947.659524621674791
"109","2364","222125",-135.076999999999998,65.897999999999996,"3","34289","0",185.289999999999992,01_34289,"1",01_60,Yukon,"5",Dempster Highway,Territorial,Unpaved,"2","80","2",3.000000000000000,"0",462085.963400991517119,"1",89974.181398645319859,-1864470.371077940799296,3355897.129395000170916,-1919305.327600924996659,3427230.717987463343889
"110","2364","52892",-135.076999999999998,65.897999999999996,"3","34289","0",185.289999999999992,01_34289,"1",01_60,Yukon,"5",Dempster Highway,Territorial,Unpaved,"2","80","2",3.000000000000000,"0",462085.963400991517119,"1",89974.181398645319859,-1864470.371077940799296,3355897.129395000170916,-1919305.327600924996659,3427230.717987463343889
"111","3000","201859",-149.182999999999993,63.560000000000002,"1116","439521","0",23.780000000000001,02_1679187,"2",02_02,Alaska,,PARK RD,Municipal,Paved,"2","56","5",0.000000000000000,"0",53584.860172007443907,"1",16145.774500761592208,-2607141.784385066945106,3470727.422351174056530,-2598520.439748934935778,3484378.739170238841325
"112","2999","201861",-149.972000000000008,63.585000000000001,"1116","439521","0",23.780000000000001,02_1679187,"2",02_02,Alaska,,PARK RD,Municipal,Paved,"2","56","5",0.000000000000000,"0",53584.860172007443907,"1",38640.993904986135021,-2640139.815685870125890,3494826.232348748482764,-2601802.416767206043005,3489991.953279808629304
"113","3000","201858",-149.484000000000009,63.603999999999999,"1116","439521","0",23.780000000000001,02_1679187,"2",02_02,Alaska,,PARK RD,Municipal,Paved,"2","56","5",0.000000000000000,"0",53584.860172007443907,"1",16746.207688555125060,-2617781.850029342807829,3483010.156057641841471,-2601662.089713315479457,3487547.644272728823125
"114","3001","105538",-148.834000000000003,63.607999999999997,"3010","439607","0",16.710000000000001,02_1857250,"2",02_02,Alaska,IA4,GEORGE PARKS HWY,State,Paved,"2","104","1",1.000000000000000,"0",37503.712873012358614,"1",1887.112781899418223,-2589129.004501746967435,3465521.982909801416099,-2588314.747379438020289,3463819.578730301931500
"115","3163","154802",-150.832999999999998,63.332999999999998,"1104","437761","0",7.490000000000000,02_1654040,"2",02_02,Alaska,,PARK RD,Municipal,Paved,"2","88","5",0.000000000000000,"0",16769.584108634524455,"1",18369.745205549112143,-2692280.388288384769112,3496330.384148682467639,-2685122.441251281648874,3513248.165715153329074
"116","3163","93873",-150.832999999999998,63.332999999999998,"1104","437761","0",7.490000000000000,02_1654040,"2",02_02,Alaska,,PARK RD,Municipal,Paved,"2","88","5",0.000000000000000,"0",16769.584108634524455,"1",18369.745205549112143,-2692280.388288384769112,3496330.384148682467639,-2685122.441251281648874,3513248.165715153329074
"117","2999","201860",-149.669000000000011,63.570000000000000,"1116","439521","0",23.780000000000001,02_1679187,"2",02_02,Alaska,,PARK RD,Municipal,Paved,"2","56","5",0.000000000000000,"0",53584.860172007443907,"1",26129.563381148578628,-2627803.803686508443207,3485052.278531732037663,-2601908.136753778439015,3488540.618623896036297
"118","11045","48548",-110.867000000000004,39.728000000000002,"157601","575925","0",12.529999999999999,02_8976807,"2",02_49,Utah,U6,,State,Paved,"2","80","3",3.000000000000000,"0",16319.174008025440344,"1",40.120263996142171,-1195119.280096856877208,61825.272219945356483,-1195159.330332757439464,61827.641647603981255
"119","11045","71436",-110.867000000000004,39.728000000000002,"157601","575925","0",12.529999999999999,02_8976807,"2",02_49,Utah,U6,,State,Paved,"2","80","3",3.000000000000000,"0",16319.174008025440344,"1",40.120263996142171,-1195119.280096856877208,61825.272219945356483,-1195159.330332757439464,61827.641647603981255
"120","11045","71435",-110.929000000000002,39.698999999999998,"160249","575935","0",3.890000000000000,02_8979223,"2",02_49,Utah,U6,,State,Paved,"4","88","3",3.000000000000000,"0",5065.921462826911011,"1",4874.307860323388013,-1200598.445165619952604,59231.035255869464891,-1195724.346347443526611,59185.892949088163732
"121","11045","86842",-110.864000000000004,39.726999999999997,"160282","575980","0",13.900000000000000,02_8980363,"2",02_49,Utah,U191,,State,Paved,"2","64","4",0.000000000000000,"0",18101.363440979530424,"1",64.370018045172841,-1194898.512275213375688,61670.975860761536751,-1194838.912000302923843,61695.292654418641177
"122","11045","188547",-110.609999999999999,39.802000000000000,"160282","575980","0",13.900000000000000,02_8980363,"2",02_49,Utah,U191,,State,Paved,"2","64","4",0.000000000000000,"0",18101.363440979530424,"1",13632.936786414680682,-1173285.368826729943976,67236.535679405031260,-1186618.896237132139504,70078.016317809204338
"123","7697","53053",-124.798000000000002,49.563000000000002,"65314","233118","0",17.789999999999999,01_233118,"1",01_59,British Columbia,19A,Highway 19A,Provincial,Paved,"4","60","1",0.000000000000000,"0",27386.255789414419269,"1",5072.239042854915169,-1941682.764416320016608,1425973.837211788864806,-1946735.684618228580803,1425531.563155341893435
"124","12915","211847",-88.686999999999998,34.258000000000003,"432437","827950","0",0.980000000000000,02_24646529,"2",02_28,Mississippi,S178,,State,Paved,"2","56","3",10.000000000000000,"0",1184.455936092805587,"1",63.559682967652222,639201.551142734009773,-649684.724489663843997,639206.025368197471835,-649748.126497561461292
"125","9053","167423",-110.700999999999993,45.637000000000000,"173104","589279","0",5.070000000000000,02_9866138,"2",02_30,Montana,I90,,State,Paved,"4","120","1",1.000000000000000,"0",7246.176605259839562,"1",2948.852226338227865,-1074066.003190761664882,749413.130560832913034,-1073566.183029428124428,752319.315217578667216
"126","11389","46211",-104.655000000000001,38.860999999999997,"243166","659926","0",10.000000000000000,02_11843713,"2",02_08,Colorado,U24,,State,Paved,"4","104","3",4.000000000000000,"0",12863.296503110103004,"1",743.885685531781064,-706959.571810656227171,-101974.343075008015148,-707466.050590161117725,-101429.508091687079286
"127","11056","49539",-105.037000000000006,39.837000000000003,"222011","636953","0",0.630000000000000,02_11172237,"2",02_08,Colorado,U36,DENVER BOULDER TPKE,State,Paved,"4","104","2",7.000000000000000,"0",820.214697557131558,"1",310.802125851994447,-727119.361044520279393,15457.767144505192846,-726914.960266084293835,15691.900190461823513
"128","11056","49527",-105.010999999999996,39.811000000000000,"219409","636977","0",0.340000000000000,02_11172660,"2",02_08,Colorado,I76,,State,Paved,"4","88","1",1.000000000000000,"0",445.908024840909889,"1",374.515823817427417,-725324.743562335614115,12206.062417254264801,-725204.730203171842732,11851.296443812794678
"129","11389","210049",-104.531000000000006,38.914000000000001,"177480","660015","0",3.210000000000000,02_11846496,"2",02_08,Colorado,C439,,Municipal,Paved,"2","88","4",0.000000000000000,"0",4133.354921289601407,"1",1813.416088196890314,-696297.430001312633976,-96674.179762120926171,-698101.179869899642654,-96487.192274561850354
"130","11056","49551",-105.147999999999996,39.908999999999999,"219230","638078","0",1.580000000000000,02_11266385,"2",02_08,Colorado,S128,,State,Paved,"2","80","3",0.000000000000000,"0",2055.817294462783593,"1",550.230723054723512,-735204.674011134193279,24766.912110839613888,-735329.569359932676889,25302.780565259010473
"131","11056","191369",-105.003000000000000,39.680999999999997,"221441","636437","0",0.860000000000000,02_11158443,"2",02_08,Colorado,,EVANS AV,Municipal,Paved,"4","56","3",10.000000000000000,"0",1116.545286916803661,"1",290.337875568969025,-726136.499080733861774,-3116.739723420159862,-726167.721309559419751,-3405.393935960136332
"132","11056","49523",-105.203999999999994,39.750999999999998,"221002","635934","0",2.120000000000000,02_11140084,"2",02_08,Colorado,U6,,State,Paved,"4","88","2",7.000000000000000,"0",2759.690544164803669,"1",1702.300299513666459,-741497.540313095552847,6655.845797979492090,-743046.365804675850086,5949.470609885112935
"133","11056","176743",-105.200000000000003,39.700000000000003,"220951","635864","0",0.570000000000000,02_11136733,"2",02_08,Colorado,I70,,State,Paved,"6","88","1",1.000000000000000,"0",745.782153948057271,"1",262.349157307872133,-741759.052673748461530,638.651076430789999,-741967.769443401484750,797.598836420534667
"134","11056","49543",-105.085999999999999,39.704999999999998,"220889","636360","0",1.600000000000000,02_11155178,"2",02_08,Colorado,S121,WADSWORTH BLVD,State,Paved,"4","64","3",7.000000000000000,"0",2080.620058813922697,"1",363.532368284915890,-732539.604941004421562,339.066989177424603,-732178.447590779745951,297.580230211090679
"135","11056","49549",-105.031999999999996,39.600999999999999,"220897","635795","0",3.820000000000000,02_11155473,"2",02_08,Colorado,U85,SANTA FE DR,State,Paved,"4","88","2",7.000000000000000,"0",4966.307547406627236,"1",934.723185045524247,-729365.811212970060296,-12284.612423722979656,-728451.182480219053105,-12477.386161270229422
"136","11056","176742",-105.233000000000004,39.950000000000003,"219216","638084","0",2.940000000000000,02_11265557,"2",02_08,Colorado,S93,,State,Paved,"3","88","3",7.000000000000000,"0",3843.411186799754887,"1",79.371398368830583,-741544.156303428579122,30242.309836382297362,-741614.872432393021882,30278.352144622862397
"137","11389","49533",-104.697999999999993,38.671999999999997,"243088","659223","0",1.640000000000000,02_11811744,"2",02_08,Colorado,C415,,Municipal,Paved,"2","56","4",0.000000000000000,"0",2105.420679612576350,"1",161.279397910917055,-712501.706900176359341,-123820.284655808936805,-712344.529575594584458,-123784.141429226030596
